,Description,Date,Month,Year,Shooting,Local,Latitude,Longitude,zipcode
3899,LARCENY FROM MOTOR VEHICLE,6/28/2013,6,2013,No,No,42.28326462,-71.12140671,02131
3900,OTHER LARCENY,9/19/2013,9,2013,No,No,42.35882804,-71.05836216,02201
3901,MedAssist,9/7/2013,9,2013,No,No,42.32109135,-71.05783456,02125
3902,Plates,2/22/2013,2,2013,No,No,42.30945135,-71.06665456,02125
3903,PropLost,3/6/2013,3,2013,No,No,42.33399593,-71.07639912,02118
3904,MedAssist,7/22/2013,7,2013,No,No,42.33137079,-71.04875454,02127
3905,VANDALISM,5/14/2013,5,2013,No,No,42.34496135,-71.07008956,02118
3906,AGGRAVATED ASSAULT,6/10/2013,6,2013,No,No,42.38415518,-71.07258799,02129
3907,PropFound,6/28/2013,6,2013,No,No,42.27879637,-71.13444453,02131
3908,LARCENY FROM MOTOR VEHICLE,5/16/2013,5,2013,No,No,42.34232149,-71.0766491,02118
3909,VAL,6/22/2013,6,2013,No,No,42.30107136,-71.06751957,02124
3910,FRAUD,11/9/2013,11,2013,No,No,42.28864663,-71.14223201,02131
3911,LARCENY FROM MOTOR VEHICLE,4/8/2013,4,2013,No,No,42.33724135,-71.04728957,02127
3912,InvPer,1/9/2013,1,2013,No,No,42.29916135,-71.06431456,02124
3913,OPERATING UNDER INFLUENCE,7/5/2013,7,2013,No,No,42.31037135,-71.06123456,02122
3914,OTHER LARCENY,8/7/2013,8,2013,No,No,42.35182025,-71.0536012,02210
3915,VAL,4/21/2013,4,2013,No,No,42.28610636,-71.07978956,02124
3916,MedAssist,11/5/2013,11,2013,No,No,42.30456636,-71.11527454,02130
3917,VAL,12/3/2013,12,2013,No,No,42.33791635,-71.05310956,02127
3918,COMMERCIAL BURGLARY,11/12/2013,11,2013,No,No,42.34266635,-71.09938455,02215
3919,SIMPLE ASSAULT,2/7/2013,2,2013,No,No,42.28986314,-71.08538741,02124
3920,OTHER LARCENY,3/7/2013,3,2013,No,No,42.34878134,-71.08206955,02199
3921,BENoProp,11/12/2013,11,2013,No,No,42.34289281,-71.15810671,02135
3922,TOWED,6/18/2013,6,2013,No,No,42.28887136,-71.06769956,02124
3923,VANDALISM,10/17/2013,10,2013,No,No,42.34788635,-71.10570954,02215
3924,InvPer,9/16/2013,9,2013,No,No,42.28715647,-71.06498283,02124
3925,FRAUD,10/23/2013,10,2013,No,No,42.30448135,-71.10852954,02130
3926,AUTO THEFT,7/2/2013,7,2013,No,No,42.37955134,-71.03057457,02128
3927,COMMERCIAL BURGLARY,12/27/2013,12,2013,No,No,42.34077135,-71.08770455,02115
3928,SIMPLE ASSAULT,11/7/2013,11,2013,No,No,42.34412135,-71.07132956,02116
3929,DRUG CHARGES,2/22/2013,2,2013,No,No,42.28525136,-71.06442956,02124
3930,AGGRAVATED ASSAULT,4/21/2013,4,2013,Yes,No,42.3047567,-71.07842747,02121
3931,Harass,10/2/2013,10,2013,No,No,42.34118725,-71.08264852,02118
3932,Ballist,12/13/2013,12,2013,No,No,42.32354135,-71.10219455,02130
3933,SIMPLE ASSAULT,6/12/2013,6,2013,No,No,42.27545636,-71.14034954,02131
3934,PhoneCalls,3/6/2013,3,2013,No,No,42.25702754,-71.14655422,02136
3935,SIMPLE ASSAULT,7/16/2013,7,2013,No,No,42.36119634,-71.06798456,02114
3936,AGGRAVATED ASSAULT,6/17/2013,6,2013,Yes,No,42.32243135,-71.08627455,02119
3937,DRUG CHARGES,11/3/2013,11,2013,No,No,42.35232634,-71.06399956,02116
3938,PersLoc,4/27/2013,4,2013,No,No,42.31530135,-71.09485955,02119
3939,VAL,9/7/2013,9,2013,No,No,42.37374134,-71.03903957,02128
3940,FRAUD,10/27/2013,10,2013,No,No,42.26959636,-71.09377455,02126
3941,OTHER LARCENY,9/9/2013,9,2013,No,No,42.28368974,-71.12436078,02131
3942,AGGRAVATED ASSAULT,1/21/2013,1,2013,No,No,42.31402135,-71.07918956,02121
3943,VAL,12/9/2013,12,2013,No,No,42.29732136,-71.05148957,02122
3944,InvProp,12/7/2013,12,2013,No,No,42.31976289,-71.06513555,02125
3945,OTHER LARCENY,11/12/2013,11,2013,No,No,42.33604989,-71.1078052,02115
3946,VAL,2/1/2013,2,2013,No,No,42.33102135,-71.07484456,02119
3947,OTHER,12/23/2013,12,2013,No,No,42.30081136,-71.04942957,02122
3948,MedAssist,1/29/2013,1,2013,No,No,42.33638135,-71.08558955,02120
3949,FRAUD,8/28/2013,8,2013,No,No,42.29075636,-71.08386956,02124
3950,FRAUD,6/14/2013,6,2013,No,No,42.35316135,-71.13358454,02134
3951,TOWED,4/4/2013,4,2013,No,No,42.34169,-71.14196184,02135
3952,MedAssist,5/26/2013,5,2013,No,No,42.31884635,-71.05673956,02125
3953,Service,3/21/2013,3,2013,No,No,42.29654635,-71.08732455,02124
3954,FIRE,10/22/2013,10,2013,No,No,42.38197634,-71.03476457,02128
3955,OTHER LARCENY,12/31/2013,12,2013,No,No,42.31738635,-71.08225955,02119
3956,PropLost,9/14/2013,9,2013,No,No,42.31871635,-71.06660456,02125
3957,SIMPLE ASSAULT,8/10/2013,8,2013,No,No,42.31208591,-71.07256793,02121
3958,VAL,6/26/2013,6,2013,No,No,42.36808134,-71.03604456,02128
3959,LARCENY FROM MOTOR VEHICLE,6/6/2013,6,2013,No,No,42.28946753,-71.07280476,02124
3960,SearchWarr,11/14/2013,11,2013,No,No,42.28236636,-71.07614456,02124
3961,RESIDENTIAL BURGLARY,2/7/2013,2,2013,No,No,42.3069785,-71.0783167,02121
3962,OTHER LARCENY,12/12/2013,12,2013,No,No,42.34865634,-71.08256955,02199
3963,MVAcc,5/7/2013,5,2013,No,No,42.29101137,-71.16861953,02132
3964,OTHER LARCENY,1/26/2013,1,2013,No,No,42.35302635,-71.13240954,02134
3965,AUTO THEFT,3/7/2013,3,2013,No,No,42.31272635,-71.10127955,02130
3966,OTHER,1/4/2013,1,2013,No,No,42.32394135,-71.04886457,02125
3967,Harass,6/2/2013,6,2013,No,No,42.34173635,-71.07259955,02118
3968,SIMPLE ASSAULT,7/17/2013,7,2013,No,No,42.34095879,-71.15490302,02135
3969,LARCENY FROM MOTOR VEHICLE,12/9/2013,12,2013,No,No,42.32680635,-71.07779955,02119
3970,PropLost,11/9/2013,11,2013,No,No,42.34492635,-71.07477956,02116
3971,LARCENY FROM MOTOR VEHICLE,4/6/2013,4,2013,No,No,42.36164815,-71.05998657,02203
3972,FRAUD,5/6/2013,5,2013,No,No,42.34684635,-71.07138456,02116
3973,VANDALISM,7/27/2013,7,2013,No,No,42.30627635,-71.06514456,02122
3974,Service,12/27/2013,12,2013,No,No,42.35230134,-71.06367456,02116
3975,OPERATING UNDER INFLUENCE,5/19/2013,5,2013,No,No,42.28735929,-71.12713137,02131
3976,PropFound,6/30/2013,6,2013,No,No,42.34618135,-71.09862455,02215
3977,PropLost,1/22/2013,1,2013,No,No,42.30891172,-71.11555932,02130
3978,MVAcc,2/16/2013,2,2013,No,No,42.28182137,-71.05537957,02124
3979,DRUG CHARGES,8/17/2013,8,2013,No,No,42.30482136,-71.08346956,02121
3980,Harass,4/17/2013,4,2013,No,No,42.29826044,-71.07867141,02121
3981,OTHER LARCENY,12/20/2013,12,2013,No,No,42.33884635,-71.07575956,02118
3982,VANDALISM,3/13/2013,3,2013,No,No,42.32599217,-71.09314222,02119
3983,SIMPLE ASSAULT,3/14/2013,3,2013,No,No,42.34924177,-71.13522491,02134
3984,OTHER LARCENY,3/5/2013,3,2013,No,No,42.35443634,-71.05916956,02110
3985,FRAUD,12/5/2013,12,2013,No,No,42.25523636,-71.12421455,02136
3986,TOWED,8/1/2013,8,2013,No,No,42.31556136,-71.08898956,02121
3987,Argue,7/19/2013,7,2013,No,No,42.29278579,-71.07330446,02124
3988,OTHER,10/9/2013,10,2013,No,No,42.35182135,-71.12087954,02215
3989,SIMPLE ASSAULT,10/30/2013,10,2013,No,No,42.34521135,-71.09532955,02215
3990,Arrest,7/18/2013,7,2013,No,No,42.31947158,-71.097081,02119
3991,VANDALISM,10/6/2013,10,2013,No,No,42.33818135,-71.03341958,02127
3992,PropLost,4/26/2013,4,2013,No,No,42.35048135,-71.13105954,02134
3993,PropLost,12/18/2013,12,2013,No,No,42.35290135,-71.05633957,02111
3994,DRUG CHARGES,2/28/2013,2,2013,No,No,42.26896636,-71.09367456,02126
3995,PropLost,12/8/2013,12,2013,No,No,42.32854635,-71.06836455,02119
3996,VAL,5/1/2013,5,2013,No,No,42.35563134,-71.05356957,02110
3997,OTHER LARCENY,5/24/2013,5,2013,No,No,42.29848136,-71.06315456,02124
3998,VANDALISM,7/19/2013,7,2013,No,No,42.30896136,-71.08446956,02121
3999,InvPer,4/5/2013,4,2013,No,No,42.31036777,-71.08056819,02121
4000,VAL,1/23/2013,1,2013,No,No,42.31457136,-71.07883956,02121
4001,Argue,1/7/2013,1,2013,No,No,42.28729636,-71.11860955,02131
4002,PersLoc,8/16/2013,8,2013,No,No,42.32688961,-71.05448604,02127
4003,DRUG CHARGES,9/24/2013,9,2013,No,No,42.25581137,-71.12120955,02136
4004,OTHER LARCENY,1/13/2013,1,2013,No,No,42.31934635,-71.11176955,02130
4005,VAL,7/15/2013,7,2013,No,No,42.34867135,-71.14036954,02135
4006,OTHER LARCENY,12/25/2013,12,2013,No,No,42.33731631,-71.04853066,02127
4007,InvPer,12/25/2013,12,2013,No,No,42.34898135,-71.15091453,02135
4008,Arrest,4/4/2013,4,2013,No,No,42.34842635,-71.07595956,02116
4009,OTHER LARCENY,10/11/2013,10,2013,No,No,42.35634134,-71.06208456,02108
4010,VANDALISM,6/15/2013,6,2013,No,No,42.33731631,-71.04853066,02127
4011,AGGRAVATED ASSAULT,7/21/2013,7,2013,No,No,42.35535634,-71.06039956,02110
4012,PersLoc,3/10/2013,3,2013,No,No,42.29602136,-71.07718456,02124
4013,VAL,11/4/2013,11,2013,No,No,42.28819137,-71.14463954,02131
4014,SIMPLE ASSAULT,6/21/2013,6,2013,No,No,42.35981634,-71.05569956,02109
4015,MVAcc,5/4/2013,5,2013,No,No,42.35151135,-71.08697955,02115
4016,FRAUD,9/5/2013,9,2013,No,No,42.28563636,-71.13976454,02131
4017,MedAssist,3/21/2013,3,2013,No,No,42.25332425,-71.12466158,02136
4018,VAL,11/1/2013,11,2013,No,No,42.32984635,-71.09798955,02120
4019,RESIDENTIAL BURGLARY,11/7/2013,11,2013,No,No,42.29688832,-71.1156682,02130
4020,AGGRAVATED ASSAULT,7/12/2013,7,2013,No,No,42.3121181,-71.07053919,02125
4021,MVAcc,6/14/2013,6,2013,No,No,42.30480136,-71.10910955,02130
4022,MVAcc,12/18/2013,12,2013,No,No,42.34332635,-71.10235455,02215
4023,TOWED,2/8/2013,2,2013,No,No,42.33109591,-71.09038894,02119
4024,AGGRAVATED ASSAULT,3/27/2013,3,2013,No,No,42.35236135,-71.06259957,02116
4025,InvPer,10/11/2013,10,2013,No,No,42.37155634,-71.03899457,02128
4026,ROBBERY,1/5/2013,1,2013,No,No,42.35299135,-71.13208954,02134
4027,OTHER LARCENY,8/28/2013,8,2013,No,No,42.35164135,-71.07485456,02116
4028,Argue,12/21/2013,12,2013,No,No,42.35628134,-71.06949956,02108
4029,VANDALISM,7/2/2013,7,2013,No,No,42.26569636,-71.11458954,02136
4030,PropFound,6/21/2013,6,2013,No,No,42.34973135,-71.07135956,02116
4031,Argue,8/10/2013,8,2013,No,No,42.30078635,-71.06703456,02124
4032,OTHER LARCENY,12/26/2013,12,2013,No,No,42.33560574,-71.03656954,02127
4033,ROBBERY,10/30/2013,10,2013,No,No,42.33139635,-71.08233956,02119
4034,MedAssist,6/18/2013,6,2013,No,No,42.34521135,-71.08831955,02115
4035,SexReg,2/19/2013,2,2013,No,No,42.36164815,-71.05998657,02203
4036,MVAcc,3/10/2013,3,2013,No,No,42.31884635,-71.05673956,02125
4037,FORGERY,10/11/2013,10,2013,No,No,42.28093136,-71.06563956,02124
4038,SIMPLE ASSAULT,8/6/2013,8,2013,No,No,42.33441135,-71.07574956,02118
4039,PropFound,3/20/2013,3,2013,No,No,42.37635134,-71.05381457,02129
4040,FRAUD,10/10/2013,10,2013,No,No,42.27897636,-71.14425953,02132
4041,DRUG CHARGES,7/26/2013,7,2013,No,No,42.28748136,-71.08828956,02124
4042,InvPer,6/27/2013,6,2013,No,No,42.32289635,-71.10209955,02130
4043,SearchWarr,3/15/2013,3,2013,No,No,42.37831134,-71.03600957,02128
4044,SIMPLE ASSAULT,12/21/2013,12,2013,No,No,42.30501635,-71.08402455,02121
4045,PropLost,2/1/2013,2,2013,No,No,42.26642136,-71.11210454,02136
4046,FRAUD,10/1/2013,10,2013,No,No,42.27684157,-71.09523462,02126
4047,COMMERCIAL BURGLARY,6/8/2013,6,2013,No,No,42.34885635,-71.08964455,02215
4048,PersLoc,1/23/2013,1,2013,No,No,42.30885953,-71.06922102,02125
4049,TOWED,8/19/2013,8,2013,No,No,42.34609161,-71.09378346,02215
4050,VANDALISM,2/19/2013,2,2013,No,No,42.29460635,-71.06224956,02124
4051,VANDALISM,11/2/2013,11,2013,No,No,42.31581635,-71.09345955,02119
4052,OTHER LARCENY,5/2/2013,5,2013,No,No,42.34568634,-71.08690455,02115
4053,VAL,1/4/2013,1,2013,No,No,42.37828134,-71.02930957,02128
4054,InvPer,5/20/2013,5,2013,No,No,42.34474134,-71.06681456,02118
4055,SIMPLE ASSAULT,10/22/2013,10,2013,No,No,42.35558135,-71.15318453,02109
4056,VAL,12/12/2013,12,2013,No,No,42.35452134,-71.06142456,02111
4057,MedAssist,7/24/2013,7,2013,No,No,42.37711366,-71.06852916,02129
4058,DRUG CHARGES,10/10/2013,10,2013,No,No,42.36134134,-71.06282456,02114
4059,AGGRAVATED ASSAULT,4/1/2013,4,2013,Yes,No,42.29764861,-71.06843338,02124
4060,SIMPLE ASSAULT,7/12/2013,7,2013,No,No,42.34279135,-71.10070455,02215
4061,LARCENY FROM MOTOR VEHICLE,5/5/2013,5,2013,No,No,42.30416135,-71.06555956,02122
4062,PropLost,5/24/2013,5,2013,No,No,42.34710135,-71.07960455,02199
4063,TOWED,1/23/2013,1,2013,No,No,42.34040699,-71.08032261,02118
4064,PropLost,2/2/2013,2,2013,No,No,42.35250135,-71.12801954,02134
4065,PropLost,9/19/2013,9,2013,No,No,42.35222134,-71.06635956,02116
4066,MVAcc,12/21/2013,12,2013,No,No,42.35163135,-71.15189953,02135
4067,DEATH INVESTIGATION,3/22/2013,3,2013,No,No,42.29083773,-71.04658882,02122
4068,TRESPASS,7/31/2013,7,2013,No,No,42.31633195,-71.09328272,02119
4069,InvPer,9/12/2013,9,2013,No,No,42.35636135,-71.06852456,02108
4070,Arrest,9/20/2013,9,2013,No,No,42.30409678,-71.06359877,02122
4071,Service,3/21/2013,3,2013,No,No,42.277937,-71.08103463,02126
4072,InvPer,8/11/2013,8,2013,No,No,42.29512636,-71.05861956,02122
4073,Service,2/24/2013,2,2013,No,No,42.38134134,-71.03033958,02128
4074,VANDALISM,11/20/2013,11,2013,No,No,42.37909134,-71.05524456,02129
4075,DRUG CHARGES,1/15/2013,1,2013,No,No,42.37959134,-71.04013456,02128
4076,ROBBERY,7/28/2013,7,2013,No,No,42.35499132,-71.12888958,02134
4077,OTHER LARCENY,12/8/2013,12,2013,No,No,42.34969134,-71.06520956,02116
4078,OTHER LARCENY,1/15/2013,1,2013,No,No,42.37750134,-71.03812957,02128
4079,MVAcc,11/20/2013,11,2013,No,No,42.34801135,-71.04037957,02210
4080,MVAcc,11/16/2013,11,2013,No,No,42.27011137,-71.09375956,02126
4081,AGGRAVATED ASSAULT,5/8/2013,5,2013,No,No,42.31195258,-71.07872554,02121
4082,Argue,7/14/2013,7,2013,No,No,42.26385851,-71.10140288,02126
4083,VANDALISM,4/19/2013,4,2013,No,No,42.31459136,-71.09262455,02121
4084,OTHER LARCENY,3/4/2013,3,2013,No,No,42.34710135,-71.07960455,02199
4085,PropLost,2/17/2013,2,2013,No,No,42.25932629,-71.14804963,02136
4086,AGGRAVATED ASSAULT,4/9/2013,4,2013,No,No,42.31692428,-71.08252908,02119
4087,DRUG CHARGES,10/5/2013,10,2013,No,No,42.24855137,-71.12695955,02136
4088,DRUG CHARGES,9/4/2013,9,2013,No,No,42.36240087,-71.0510187,02110
4089,SexReg,8/1/2013,8,2013,No,No,42.26350136,-71.15466954,02132
4090,SIMPLE ASSAULT,1/30/2013,1,2013,No,No,42.30196135,-71.07798956,02121
4091,MedAssist,7/8/2013,7,2013,No,No,42.36164815,-71.05998657,02203
4092,DRUG CHARGES,4/28/2013,4,2013,No,No,42.33610635,-71.08608955,02120
4093,OTHER LARCENY,12/17/2013,12,2013,No,No,42.34671135,-71.08008456,02199
4094,FRAUD,11/26/2013,11,2013,No,No,42.31900788,-71.07964071,02119
4095,TOWED,1/4/2013,1,2013,No,No,42.25166136,-71.13053454,02136
4096,TOWED,1/18/2013,1,2013,No,No,42.34072135,-71.15092953,02135
4097,AUTO THEFT,9/22/2013,9,2013,No,No,42.33068135,-71.09764955,02120
4098,OTHER LARCENY,9/15/2013,9,2013,No,No,42.33282635,-71.10089955,02120
4099,VAL,8/24/2013,8,2013,No,No,42.32867135,-71.08367956,02119
4100,VANDALISM,9/18/2013,9,2013,No,No,42.30659135,-71.08055456,02121
4101,ROBBERY,7/3/2013,7,2013,No,No,42.35571634,-71.06108956,02108
4102,OTHER LARCENY,2/28/2013,2,2013,No,No,42.31817135,-71.11255955,02130
4103,FIRE,11/30/2013,11,2013,No,No,42.24261089,-71.13036448,02136
4104,Ballist,11/2/2013,11,2013,No,No,42.34147135,-71.07624956,02118
4105,PropLost,1/28/2013,1,2013,No,No,42.34955663,-71.14859474,02135
4106,Arrest,2/15/2013,2,2013,No,No,42.38846134,-71.00045958,02128
4107,OTHER LARCENY,4/15/2013,4,2013,No,No,42.31920135,-71.06615456,02125
4108,VANDALISM,4/26/2013,4,2013,No,No,42.29817135,-71.06403456,02124
4109,OTHER LARCENY,11/22/2013,11,2013,No,No,42.34710135,-71.07960455,02199
4110,07RV,10/24/2013,10,2013,No,No,42.33774635,-71.06905455,02118
4111,ROBBERY,7/2/2013,7,2013,No,No,42.28405295,-71.11241077,02131
4112,TRESPASS,4/18/2013,4,2013,No,No,42.35324634,-71.06101456,02111
4113,Service,4/26/2013,4,2013,No,No,42.31970635,-71.05719456,02125
4114,DEATH INVESTIGATION,9/14/2013,9,2013,No,No,42.34809134,-71.06420956,02111
4115,MedAssist,4/5/2013,4,2013,No,No,42.28090636,-71.08764956,02126
4116,VAL,11/15/2013,11,2013,No,No,42.37913134,-71.06683956,02129
4117,OTHER LARCENY,10/31/2013,10,2013,No,No,42.34941634,-71.07973955,02116
4118,PhoneCalls,12/6/2013,12,2013,No,No,42.32512992,-71.07671944,02119
4119,RESIDENTIAL BURGLARY,3/1/2013,3,2013,No,No,42.33478135,-71.07531456,02118
4120,InvPer,2/23/2013,2,2013,No,No,42.33549135,-71.08353455,02120
4121,OTHER LARCENY,4/17/2013,4,2013,No,No,42.33971836,-71.15166778,02135
4122,SIMPLE ASSAULT,3/30/2013,3,2013,No,No,42.36146134,-71.07062456,02114
4123,MedAssist,8/21/2013,8,2013,No,No,42.34909135,-71.15341953,02135
4124,MVAcc,9/10/2013,9,2013,No,No,42.30344136,-71.08521956,02121
4125,DRUG CHARGES,2/7/2013,2,2013,No,No,42.34130529,-71.0547108,02127
4126,DRUG CHARGES,1/4/2013,1,2013,No,No,42.26156393,-71.12039369,02136
4127,FRAUD,11/6/2013,11,2013,No,No,42.30925635,-71.07230956,02125
4128,AGGRAVATED ASSAULT,10/20/2013,10,2013,No,No,42.30207637,-71.06576958,02122
4129,DRUG CHARGES,3/11/2013,3,2013,No,No,42.28814636,-71.09006456,02124
4130,MedAssist,8/4/2013,8,2013,No,No,42.29394636,-71.11892455,02131
4131,ROBBERY,9/13/2013,9,2013,No,No,42.33614915,-71.0467171,02127
4132,OTHER LARCENY,6/16/2013,6,2013,No,No,42.35446635,-71.13090454,02134
4133,InvPer,8/13/2013,8,2013,No,No,42.34040699,-71.08032261,02118
4134,LARCENY FROM MOTOR VEHICLE,2/23/2013,2,2013,No,No,42.31596163,-71.07381757,02125
4135,SIMPLE ASSAULT,2/12/2013,2,2013,No,No,42.36913134,-71.03973957,02128
4136,VANDALISM,5/1/2013,5,2013,No,No,42.26845224,-71.11940924,02199
4137,SexReg,9/10/2013,9,2013,No,No,42.34302135,-71.06493956,02118
4138,CRIMES AGAINST CHILDREN,3/8/2013,3,2013,No,No,42.37916134,-71.03163957,02128
4139,FIRE,3/8/2013,3,2013,No,No,42.28646067,-71.13223155,02131
4140,PersMiss,4/2/2013,4,2013,No,No,42.31442086,-71.08992529,02121
4141,VAL,3/21/2013,3,2013,No,No,42.35047634,-71.05869956,02111
4142,VANDALISM,11/5/2013,11,2013,No,No,42.31229893,-71.06893245,02125
4143,Gather,7/27/2013,7,2013,No,No,42.29324136,-71.08855455,02124
4144,VAL,2/15/2013,2,2013,No,No,42.34743135,-71.06858956,02116
4145,LARCENY FROM MOTOR VEHICLE,8/27/2013,8,2013,No,No,42.38167602,-71.05563059,02129
4146,PersLoc,7/21/2013,7,2013,No,No,42.34618135,-71.09862455,02215
4147,MedAssist,3/23/2013,3,2013,No,No,42.33046635,-71.04343957,02127
4148,PropFound,3/3/2013,3,2013,No,No,42.34326135,-71.10258955,02215
4149,OTHER LARCENY,1/17/2013,1,2013,No,No,42.35234134,-71.06434956,02116
4150,LARCENY FROM MOTOR VEHICLE,11/4/2013,11,2013,No,No,42.29794124,-71.0517572,02122
4151,LARCENY FROM MOTOR VEHICLE,10/22/2013,10,2013,No,No,42.32238135,-71.10480455,02130
4152,FRAUD,7/17/2013,7,2013,No,No,42.25600785,-71.12180598,02136
4153,VANDALISM,6/1/2013,6,2013,No,No,42.37382134,-71.06183956,02129
4154,PubDrink,12/5/2013,12,2013,No,No,42.31501635,-71.09753955,02119
4155,LARCENY FROM MOTOR VEHICLE,3/16/2013,3,2013,No,No,42.31946135,-71.05675456,02125
4156,MedAssist,8/25/2013,8,2013,No,No,42.28621636,-71.08378456,02124
4157,MVAcc,5/4/2013,5,2013,No,No,42.29127101,-71.07754876,02124
4158,DRUG CHARGES,6/20/2013,6,2013,No,No,42.37879634,-71.03770957,02128
4159,VANDALISM,2/26/2013,2,2013,No,No,42.29397636,-71.12004954,02131
4160,TOWED,7/31/2013,7,2013,No,No,42.34571135,-71.08559455,02115
4161,SIMPLE ASSAULT,9/15/2013,9,2013,No,No,42.33490135,-71.07516956,02118
4162,TOWED,1/29/2013,1,2013,No,No,42.36858634,-71.03925957,02128
4163,Restrain,9/18/2013,9,2013,No,No,42.32538828,-71.10287429,02130
4164,MedAssist,11/18/2013,11,2013,No,No,42.30926958,-71.0787186,02121
4165,SIMPLE ASSAULT,11/27/2013,11,2013,No,No,42.37245094,-71.03754396,02128
4166,TOWED,9/11/2013,9,2013,No,No,42.30391635,-71.11468454,02130
4167,OTHER LARCENY,4/24/2013,4,2013,No,No,42.35083135,-71.08145956,02116
4168,RESIDENTIAL BURGLARY,6/21/2013,6,2013,No,No,42.29348053,-71.07346187,02124
4169,SIMPLE ASSAULT,4/28/2013,4,2013,No,No,42.28678636,-71.09351955,02124
4170,MedAssist,10/4/2013,10,2013,No,No,42.33322135,-71.03018957,02127
4171,MVAcc,7/30/2013,7,2013,No,No,42.32855135,-71.07927956,02119
4172,SIMPLE ASSAULT,5/28/2013,5,2013,No,No,42.33747731,-71.08062448,02118
4173,AUTO THEFT,7/22/2013,7,2013,No,No,42.33117135,-71.03049957,02127
4174,FRAUD,8/24/2013,8,2013,No,No,42.27470136,-71.09344955,02126
4175,Service,1/17/2013,1,2013,No,No,42.31915578,-71.08768419,02119
4176,InvPer,7/10/2013,7,2013,No,No,42.33388135,-71.10399454,02120
4177,Argue,10/10/2013,10,2013,No,No,42.31862635,-71.06984456,02125
4178,AUTO THEFT,8/25/2013,8,2013,No,No,42.2729792,-71.09507052,02126
4179,VAL,8/11/2013,8,2013,No,No,42.36777807,-71.03942751,02128
4180,PersLoc,2/7/2013,2,2013,No,No,42.27239903,-71.08518024,02126
4181,MVAcc,3/9/2013,3,2013,No,No,42.29180635,-71.07173456,02124
4182,MedAssist,6/4/2013,6,2013,No,No,42.29366531,-71.05306263,02122
4183,VAL,1/8/2013,1,2013,No,No,42.37294134,-71.06095957,02129
4184,OTHER LARCENY,3/27/2013,3,2013,No,No,42.28627016,-71.06410611,02124
4185,VANDALISM,6/8/2013,6,2013,No,No,42.31536135,-71.09872455,02119
4186,PubDrink,8/30/2013,8,2013,No,No,42.35065135,-71.07523956,02116
4187,OTHER LARCENY,10/1/2013,10,2013,No,No,42.36009134,-71.05581956,02109
4188,MedAssist,6/13/2013,6,2013,No,No,42.30011498,-71.07108061,02124
4189,FRAUD,5/28/2013,5,2013,No,No,42.30485636,-71.06006457,02122
4190,MVAcc,5/11/2013,5,2013,No,No,42.27029137,-71.12060955,02136
4191,InvPer,6/10/2013,6,2013,No,No,42.31363135,-71.08910955,02121
4192,SIMPLE ASSAULT,11/9/2013,11,2013,No,No,42.26498636,-71.09939455,02126
4193,RESIDENTIAL BURGLARY,1/7/2013,1,2013,No,No,42.32430023,-71.09716026,02119
4194,AGGRAVATED ASSAULT,8/8/2013,8,2013,No,No,42.31147506,-71.07469114,02121
4195,PropFound,5/23/2013,5,2013,No,No,42.33372337,-71.09095643,02120
4196,MedAssist,12/30/2013,12,2013,No,No,42.24827757,-71.11677338,02136
4197,RESIDENTIAL BURGLARY,11/20/2013,11,2013,No,No,42.27418712,-71.10742933,02126
4198,Plates,3/7/2013,3,2013,No,No,42.30945135,-71.06665456,02125
4199,LARCENY FROM MOTOR VEHICLE,1/22/2013,1,2013,No,No,42.34940635,-71.04848456,02210
4200,LARCENY FROM MOTOR VEHICLE,5/14/2013,5,2013,No,No,42.35108634,-71.05731956,02111
4201,LARCENY FROM MOTOR VEHICLE,10/22/2013,10,2013,No,No,42.30617135,-71.06185956,02122
4202,OTHER LARCENY,12/2/2013,12,2013,No,No,42.35505634,-71.06084456,02110
4203,VAL,8/1/2013,8,2013,No,No,42.35808732,-71.07180853,02108
4204,MVAcc,10/2/2013,10,2013,No,No,42.33296135,-71.10126955,02120
4205,SIMPLE ASSAULT,9/2/2013,9,2013,No,No,42.29693118,-71.06112346,02122
4206,InvPer,8/14/2013,8,2013,No,No,42.29928636,-71.11399955,02130
4207,PropLost,12/1/2013,12,2013,No,No,42.32641136,-71.10130955,02130
4208,VANDALISM,2/7/2013,2,2013,No,No,42.33731135,-71.05384956,02127
4209,AUTO THEFT,11/16/2013,11,2013,No,No,42.30765833,-71.08051035,02121
4210,TOWED,9/3/2013,9,2013,No,No,42.30342636,-71.06674457,02122
